"subject" "activity" "tBodyAcc-mean-X" "tBodyAcc-mean-Y" "tBodyAcc-mean-Z" "tGravityAcc-mean-X" "tGravityAcc-mean-Y" "tGravityAcc-mean-Z" "tBodyAccJerk-mean-X" "tBodyAccJerk-mean-Y" "tBodyAccJerk-mean-Z" "tBodyGyro-mean-X" "tBodyGyro-mean-Y" "tBodyGyro-mean-Z" "tBodyGyroJerk-mean-X" "tBodyGyroJerk-mean-Y" "tBodyGyroJerk-mean-Z" "tBodyAccMag-mean" "tGravityAccMag-mean" "tBodyAccJerkMag-mean" "tBodyGyroMag-mean" "tBodyGyroJerkMag-mean" "tBodyAcc-std-X" "tBodyAcc-std-Y" "tBodyAcc-std-Z" "tGravityAcc-std-X" "tGravityAcc-std-Y" "tGravityAcc-std-Z" "tBodyAccJerk-std-X" "tBodyAccJerk-std-Y" "tBodyAccJerk-std-Z" "tBodyGyro-std-X" "tBodyGyro-std-Y" "tBodyGyro-std-Z" "tBodyGyroJerk-std-X" "tBodyGyroJerk-std-Y" "tBodyGyroJerk-std-Z" "tBodyAccMag-std" "tGravityAccMag-std" "tBodyAccJerkMag-std" "tBodyGyroMag-std" "tBodyGyroJerkMag-std"
"35" 5 "SITTING" 0.275971286045455 -0.0164958838406818 -0.105567271386364 0.816113327727273 -0.142244496477273 0.04968318975 0.0817502633863636 0.0478531289227273 -0.00127933359886364 -0.0342903495454545 -0.0676491689318182 0.0739234866 -0.0709120825727273 -0.0563730715247727 -0.029061154425 -0.482919705727273 -0.482919705727273 -0.62607366175 -0.574205081295455 -0.779099911136364 -0.563068016909091 -0.404711351415909 -0.596861026545455 -0.958860458863636 -0.950466103409091 -0.9441863225 -0.639511989363636 -0.531340976747727 -0.78301303875 -0.700018642045454 -0.686553445 -0.634333916590909 -0.71368287 -0.839850713409091 -0.748162433181818 -0.577406195318182 -0.577406195318182 -0.623465009772727 -0.674911334545454 -0.8301231375
"36" 6 "SITTING" 0.278003536727273 -0.0219518175345455 -0.105837122290909 0.450859488181818 0.211178790509091 0.116225431350909 0.0607086277454545 -0.0230704495574545 0.00521198586345455 -0.0032210261 -0.100805895845455 0.0669254216945455 -0.0961951675090909 -0.0429650880745455 -0.0699951479 -0.587926922927273 -0.587926922927273 -0.659199906437818 -0.610217433618182 -0.777287955290909 -0.671037768109091 -0.521884374890909 -0.599103022781818 -0.969340732181818 -0.967119673272727 -0.956616806727273 -0.683837922418182 -0.612967404836364 -0.753507680036364 -0.763438369581818 -0.678443236254546 -0.594107785254545 -0.787998798181818 -0.790833296072727 -0.764808114996364 -0.659890004487273 -0.659890004487273 -0.674486432309091 -0.691810665381818 -0.813202146418182
"37" 7 "SITTING" 0.268475635625 -0.0146341490270833 -0.1129377898125 0.688102755 0.0866115306041667 0.145225134395833 0.0623602598333333 0.0489967745708333 -0.00479686957916667 -0.0565961523791667 -0.06739455025 0.0986314968547917 -0.09063270268125 -0.0563323387083333 -0.0458672617708333 -0.567499388020833 -0.567499388020833 -0.6797189388125 -0.641200614035417 -0.808461101625 -0.6183742300375 -0.517335826104167 -0.684444584215208 -0.977858512083333 -0.951806645208333 -0.952005508333333 -0.661056468125 -0.662570677708333 -0.816303124083333 -0.743495067020833 -0.710213303770833 -0.700370639041667 -0.775986135833333 -0.8392029568125 -0.801145021666667 -0.618689473604167 -0.618689473604167 -0.687070524583333 -0.687004316504167 -0.842616679625
"38" 8 "SITTING" 0.264242907608696 -0.0197094703652174 -0.110940308021739 0.702833985978261 0.0332305196086957 -0.0298709809304348 0.0675801492869565 0.0221330924282609 -0.00635526206956522 0.000629470933913045 -0.0961060496304348 0.0744323428282609 -0.112100987456522 -0.035379591976087 -0.0582600112282609 -0.626566059428261 -0.626566059428261 -0.699136468391304 -0.71290541523913 -0.837513746521739 -0.684125952869565 -0.622219700434783 -0.632078073869565 -0.983572104565217 -0.97847693173913 -0.971291886956522 -0.707098516369565 -0.688509625521739 -0.768296758043478 -0.810586857391304 -0.756063938017391 -0.695318687021739 -0.828998387608696 -0.858511722173913 -0.797286788478261 -0.686528017173913 -0.686528017173913 -0.709505091304348 -0.766353790978261 -0.861083809565217
"39" 9 "SITTING" 0.2906142438 -0.0151556597592 -0.1041194654 0.80174811824 -0.09672532394 -0.08799256992 0.055092812718 0.024341501156 -0.0245623829638 -0.0180553342556 -0.070334393596 0.0529545272 -0.103382130212 -0.052233679694 -0.065271168076 -0.351971457404 -0.351971457404 -0.50881676374 -0.42331015728 -0.7021655166 -0.444122507062 -0.239209078 -0.4935438098 -0.9697612792 -0.9606866962 -0.946567215 -0.50958156142 -0.40059325326 -0.72759484454 -0.55506575276 -0.53485557262 -0.56918352488 -0.6294647112 -0.7561266578 -0.7048975818 -0.41666901738 -0.41666901738 -0.50080402976 -0.53394114418 -0.758778166
"40" 10 "SITTING" 0.265125457796296 -0.020987240287037 -0.108931655944444 0.623922391537037 0.166064414666667 0.0712028657992593 0.104766372537037 0.0134408531537037 -0.0106166553384259 0.00257305771481481 -0.0823754993037037 0.0952594333333333 -0.102557991814815 -0.0375326775538889 -0.0625390399111111 -0.647205490703704 -0.647205490703704 -0.733747263537037 -0.701994439616667 -0.840510147111111 -0.687065880444444 -0.647962804814815 -0.67820284907963 -0.958899153518519 -0.953509496481482 -0.935910771111111 -0.72678594942963 -0.723565232222222 -0.799408951925926 -0.789857883833333 -0.77332559212963 -0.772528271777778 -0.838655163703704 -0.840467124593333 -0.85191194537037 -0.674734848388889 -0.674734848388889 -0.720852723092593 -0.75504787267037 -0.851526663203704
"41" 11 "SITTING" 0.273685927169811 -0.0243966713586792 -0.106703418773585 0.7595882 -0.105829354471698 0.0598130578867925 0.0821691223069811 0.0117235516965472 0.062281149544717 -0.0161101026222642 -0.0614114351509434 0.0425710212866887 -0.0988838614486792 -0.0681426230490566 -0.0441041003358491 -0.47480061 -0.47480061 -0.630673717056604 -0.51769757884717 -0.76774131 -0.577808759339623 -0.417538999113208 -0.495587070132075 -0.969477225660377 -0.952686169811321 -0.946921413018868 -0.649728428867924 -0.581980620471698 -0.749945575698113 -0.706645021013208 -0.552629361433962 -0.572460814773585 -0.755671536415094 -0.794607360754717 -0.749296227169811 -0.579167226377359 -0.579167226377359 -0.652939430924528 -0.587059058754717 -0.815239641698113
"42" 12 "SITTING" 0.270739304313726 -0.0172967174098039 -0.105819667686275 0.706266894509804 -0.0112549353011765 0.11217971065098 0.0799780844509804 -0.0224904182272549 -0.0036217980827451 -0.0312080993568627 -0.0461488414705882 0.0687561699215686 -0.118053455784314 -0.0281205485882353 -0.0356780929196078 -0.626364499117647 -0.626364499117647 -0.752140862705882 -0.641743275054902 -0.825909249607843 -0.722016271117647 -0.569561959982353 -0.61142504772549 -0.961618910784314 -0.935433494313725 -0.898901700784314 -0.759939140196078 -0.708709192529412 -0.844795242941176 -0.771709719588235 -0.667601179823529 -0.727785503056863 -0.815529838431373 -0.838307295490196 -0.830540156470588 -0.687904390784314 -0.687904390784314 -0.764755166647059 -0.691893483607843 -0.853096594117647
"43" 13 "SITTING" 0.271867698918367 -0.0230260826906122 -0.111151047081633 0.777642009163265 -0.170305724918367 -0.0844073267346939 0.0500911192285714 0.015194588927551 0.052086331948551 -0.0567521573346939 -0.0594986716122449 0.0422065878795918 -0.0849407222193265 -0.0567166777306122 -0.0543197888336735 -0.286040433646735 -0.286040433646735 -0.493943028381633 -0.317428503877551 -0.664785349022449 -0.42147765404898 -0.223455574244898 -0.256617862020408 -0.959290111836735 -0.949346306530612 -0.925713204693878 -0.493647911510204 -0.447272850622449 -0.628402857044898 -0.588200356285714 -0.350365011428571 -0.397496583959184 -0.693196620816326 -0.677373546618367 -0.624074868693878 -0.353284543714286 -0.353284543714286 -0.465759550632653 -0.377577475955102 -0.686849927653061
"44" 14 "SITTING" 0.277958152962963 -0.0184197247351852 -0.1096539765 0.605251544259259 0.0676509671407407 0.0556348987777778 0.0723414787444444 0.0354760747925926 0.00518669344203704 0.00666215198333333 -0.0963115396851852 0.0780567384037037 -0.110239168888889 -0.0388788572777778 -0.0619831045740741 -0.664352676814815 -0.664352676814815 -0.75947818962963 -0.708973157407407 -0.859056834074074 -0.713659072111111 -0.648421985846296 -0.697715709222222 -0.969856720555555 -0.968172508703704 -0.955643520185185 -0.75836411837037 -0.725913603962963 -0.850642171296296 -0.811060429814815 -0.739057893240741 -0.789314356837037 -0.845161858148148 -0.868320806111111 -0.858651941296296 -0.71962805512963 -0.71962805512963 -0.757327436683333 -0.749508855272222 -0.871926106481481
"45" 15 "SITTING" 0.277972284779661 -0.0179565079355932 -0.116077798220339 0.668593452542373 0.0021648036779661 0.0493486950762712 0.0681390660169491 0.0122009604176271 0.00875107215067797 -0.0384958867604068 -0.058262843 0.0686158004576271 -0.0885325059820339 -0.0298983104240678 -0.0533160103372881 -0.727701018857627 -0.727701018857627 -0.81985826850678 -0.795705426186441 -0.891922871016949 -0.757013938788136 -0.763769955084746 -0.745022122372881 -0.97685168440678 -0.962021362881356 -0.944986815254237 -0.805567570067797 -0.829343277966102 -0.867869563220339 -0.861382426101695 -0.856422451864407 -0.841002270338983 -0.89717613220339 -0.887709140508475 -0.900966757627119 -0.745251373745763 -0.745251373745763 -0.810968676169492 -0.851899808983051 -0.896867186949153
"46" 16 "SITTING" 0.268313221173913 -0.0123231594771014 -0.113888964376812 0.655230958173913 -0.0781582759275362 0.0844515879565217 0.0672863738275362 -0.0178055949157971 -0.0133401209769565 -0.0206099126318841 -0.0855580710318841 0.0562264828101449 -0.0786460524449275 -0.0341338998275362 -0.0575886829811594 -0.465637395652174 -0.465637395652174 -0.619618162510145 -0.624833194681884 -0.802103915942029 -0.484100951057971 -0.53449630236087 -0.560847357072464 -0.96907874942029 -0.966907269275362 -0.950891782898551 -0.59474243157971 -0.6233792881 -0.710517966188406 -0.729013817681159 -0.73978421884058 -0.690087412028985 -0.803158136811594 -0.805867662898551 -0.791735601449275 -0.503162757942029 -0.503162757942029 -0.590213908357971 -0.70199860942029 -0.817245178695652
"47" 17 "SITTING" 0.270828268375 -0.0135133098875 -0.114351960235469 0.73106768890625 -0.0596031153125 -0.050679396609375 0.0775069418875 0.007756153748125 0.0121360350317188 -0.0415016409453125 -0.0833035218609375 0.100699736040625 -0.124970422921875 -0.051918875221875 -0.05343028063 -0.542911271171875 -0.542911271171875 -0.673697207421875 -0.679611444515625 -0.798588175 -0.584423445953125 -0.5786705861125 -0.579258610825 -0.95462973515625 -0.9444316065625 -0.94013940015625 -0.6627985159375 -0.656370464640625 -0.77313391734375 -0.77619187703125 -0.74435799 -0.7254488544375 -0.81947208171875 -0.78707548 -0.815903851875 -0.59902520074375 -0.59902520074375 -0.663451269140625 -0.75788729234375 -0.805469818125
"48" 18 "SITTING" 0.27467087122807 -0.019958789777193 -0.109882402438596 0.750245901666667 -0.00605133564912281 0.0566648764912281 0.0843292633508772 -0.000577970236666667 -0.0108593914133333 -0.0227900745508772 -0.0711238921403509 0.090564668954386 -0.11284152245614 -0.0552536939192982 -0.0587957940350877 -0.770015510305263 -0.770015510305263 -0.824578344035088 -0.794988875649123 -0.887032119824561 -0.819798391533333 -0.737080634805263 -0.778093675508772 -0.987447926491228 -0.976053217894737 -0.95841697122807 -0.83303413122807 -0.794234372561404 -0.87970617 -0.848906766842105 -0.829978015789474 -0.819276192105263 -0.866485786315789 -0.900573255789474 -0.883044008070175 -0.812018171210526 -0.812018171210526 -0.823917576842105 -0.823622696315789 -0.896952298245614
"49" 19 "SITTING" 0.281545181849315 -0.0143944259454795 -0.107294926479452 0.772649182246575 0.0284792769315068 -0.037714479109589 0.0827756489273973 0.00835771584657534 0.0107355611916438 -0.0179843979931507 -0.0462803355383562 0.0599240044520548 -0.122070927502877 -0.0446370465034247 -0.0493536771616438 -0.702803185479452 -0.702803185479452 -0.784170248483562 -0.752514431454795 -0.87879164 -0.742211559726027 -0.698070136561644 -0.735087406763014 -0.975096484383562 -0.959495420684932 -0.951304128493151 -0.781471409613699 -0.764332417479452 -0.844667082876712 -0.837256379479452 -0.828314649452055 -0.793908364520548 -0.878158561506849 -0.883884940410959 -0.870818396712329 -0.725479049041096 -0.725479049041096 -0.776793263438356 -0.818144030684931 -0.892341927534247
"50" 20 "SITTING" 0.283751899393939 -0.0148048039763636 -0.106766543412121 0.832208438833333 -0.0663011959742424 -0.0594194645606061 0.082078563339697 -0.00464096649575758 -0.0156057934684848 -0.0244773018059091 -0.0885498880151515 0.079964778530303 -0.0930932661469697 -0.0463896081 -0.0632754883969697 -0.613027633075758 -0.613027633075758 -0.726023624319697 -0.632466345257576 -0.818709382121212 -0.701186668090909 -0.549026310977727 -0.617344982439394 -0.955479020151515 -0.956572077878788 -0.94194177030303 -0.737903406636364 -0.680165950310606 -0.811569316257576 -0.788801086363636 -0.676695211075758 -0.643443817818182 -0.822386622121212 -0.834601420606061 -0.795908518636364 -0.667164193060606 -0.667164193060606 -0.723755680560606 -0.686908536363636 -0.845236754545455
"51" 21 "SITTING" 0.274068712635294 -0.0194995636705882 -0.113018482247059 0.556492232 0.106886339317647 -0.0321616393882353 0.0898473350117647 -0.000930784069647057 -0.00245939095352941 0.00749566383611765 -0.0800600413272941 0.0673548733543529 -0.111117006052941 -0.0318149591823529 -0.0585731152541176 -0.542589461521176 -0.542589461521176 -0.664526302764706 -0.570948714882353 -0.775708156917647 -0.635937528542353 -0.487655580724706 -0.534353656097647 -0.966897950941176 -0.958587184941176 -0.949226852352941 -0.678229512788235 -0.627057784658706 -0.756178536752706 -0.743315498129412 -0.612589143975294 -0.585409301647059 -0.785860943058823 -0.797330190505882 -0.748307849411765 -0.600174839255294 -0.600174839255294 -0.667829287129412 -0.620262991047059 -0.808387525647059
"52" 22 "SITTING" 0.277717367096774 -0.0200396639387097 -0.117696631435484 0.593822732645161 0.0628647787580645 0.0921171151935484 0.0990548167387097 -0.0154305405962903 0.0337123054182258 -0.00126610108629032 -0.0694654401774194 0.0891869414096774 -0.119528132075806 -0.0399735337498226 -0.0648352495483871 -0.533786020919355 -0.533786020919355 -0.669903734193548 -0.589912145870968 -0.799742692903226 -0.600833215562903 -0.53548208713 -0.539844466114516 -0.952438518548387 -0.950534082258065 -0.933061970806452 -0.659017491473548 -0.645645458882258 -0.782135225806452 -0.750858571290323 -0.630321759370968 -0.672324565403226 -0.799251570645161 -0.807970204516129 -0.794103509129032 -0.577554870570968 -0.577554870570968 -0.659251980725806 -0.648581638032258 -0.81866172
"53" 23 "SITTING" 0.286308868823529 -0.0143596044647059 -0.101387658073529 0.657711341735294 -0.0547404812205882 0.00482639633823529 0.119247554735294 0.00463495840660294 -0.0360040937873529 -0.0179020869720588 -0.0795974984308824 0.0934630385132353 -0.0959595468604412 -0.0434254430147059 -0.0560466312882353 -0.626382727294118 -0.626382727294118 -0.734655847779412 -0.713593098301471 -0.832792188382353 -0.677225527235294 -0.613008109205882 -0.656279142620588 -0.964766076911765 -0.956216901029412 -0.943374719882353 -0.739278215029412 -0.703125778392647 -0.809604400486765 -0.788646113676471 -0.788905590147059 -0.745400414092647 -0.811281869852941 -0.846239679264706 -0.831920882647059 -0.665786984470588 -0.665786984470588 -0.725878153117647 -0.780388263235294 -0.838042525441177
"54" 24 "SITTING" 0.262928212794118 -0.00885427098735294 -0.103131135 0.660269843544118 -0.0687758027058823 -0.117389432867647 0.0891234730911765 0.00991674763397059 -0.0461338010961912 -0.0225587410161765 -0.0920392400941177 0.0948004625735294 -0.0824210512014706 -0.00792198470735294 -0.0237744177205882 -0.532560287367647 -0.532560287367647 -0.641819869264706 -0.553004193632353 -0.763223386044118 -0.633055094057353 -0.478396599193235 -0.480486205823529 -0.933972163529412 -0.948074903823529 -0.926838614264706 -0.650896174367647 -0.619448031955882 -0.716869035235294 -0.757204026911765 -0.584605120176471 -0.5534536525 -0.789267258970588 -0.773595656514706 -0.716798306029412 -0.539971577069118 -0.539971577069118 -0.622434292088235 -0.609465685911765 -0.779809293441176
"55" 25 "SITTING" 0.269311786153846 -0.0116986154186154 -0.101846158846154 0.730400147076923 0.0104069360615385 -0.0496068770615385 0.0635183517138461 -0.011364339322 -0.00109561931446154 -0.00900830112615385 -0.101718456956585 0.112978930696923 -0.102417583909231 -0.0642621516695385 -0.0454218504307692 -0.532184772618462 -0.532184772618462 -0.663520508015385 -0.645175277384615 -0.817245319846154 -0.582474985993846 -0.531768289869231 -0.589177442 -0.967711890461538 -0.952445343938462 -0.940043835230769 -0.648273622876923 -0.641569503261538 -0.769483846 -0.749601209215385 -0.732610841123077 -0.680240425692308 -0.796458283384615 -0.842018080461538 -0.78789831 -0.577221853876923 -0.577221853876923 -0.644605668369231 -0.717437093076923 -0.843918497846154
"56" 26 "SITTING" 0.285151890512821 -0.0198792550076923 -0.102440076778205 0.576595168025641 0.0968443216282051 -0.00741994635935898 0.0915152913461538 0.00803743108141026 -0.044159851964359 -0.0040975817025641 -0.106590025998718 0.0466112771070513 -0.0911469831717949 -0.0480374782729487 -0.054651779575641 -0.570389386089744 -0.570389386089744 -0.691323002097051 -0.607860441435897 -0.798649610769231 -0.646920145641026 -0.555597276784744 -0.554270921858974 -0.975291593076923 -0.960050156794872 -0.951893182179487 -0.69773896989359 -0.684162045397436 -0.755439003846154 -0.777862360282051 -0.644710365569872 -0.632235065102564 -0.820728604230769 -0.809613992051282 -0.771333473974359 -0.610983101368462 -0.610983101368462 -0.685573085837179 -0.668105840064103 -0.826920602820513
"57" 27 "SITTING" 0.281661254071429 -0.0161829108212857 -0.113478503692 0.723825114142857 -0.0189363650428571 0.00210902087142857 0.0917482940328571 0.00550537513854286 -0.0143538902622857 -0.0531516279511429 -0.0498459018614286 0.117961953337571 -0.0818947034328571 -0.0334161309428571 -0.0545190503384286 -0.549094309028571 -0.549094309028571 -0.676349240657143 -0.583566634334286 -0.791046588842857 -0.638124879932857 -0.507572687275714 -0.553503093117714 -0.966210107571429 -0.952599561857143 -0.933815159142857 -0.676136977042857 -0.648045063757143 -0.7832606974 -0.771187902428571 -0.620624698337143 -0.611501939214286 -0.799523239714286 -0.804609834871429 -0.776956720857143 -0.610380873888571 -0.610380873888571 -0.686623704742857 -0.632881589042857 -0.822465066542857
"58" 28 "SITTING" 0.283036102083333 -0.01415603465 -0.102038861763889 0.802802075125 -0.114430052438889 -0.0590496457777778 0.0696297083305556 0.0066321025245 -0.0382921076859722 -0.0415730855555556 -0.0710256471 0.0979135455694444 -0.0950356283194444 -0.0675507144308333 -0.0185970223208333 -0.293310220754167 -0.293310220754167 -0.419237963898611 -0.354338589806806 -0.622060747722222 -0.403755301083333 -0.184766347283333 -0.297350024736111 -0.957371737361111 -0.9467824525 -0.920104812638889 -0.437713794240278 -0.3205749595125 -0.588459209388889 -0.613394095069444 -0.454327597334722 -0.365097518861111 -0.674965435 -0.649898563595278 -0.518308202972222 -0.318012900341667 -0.318012900341667 -0.393921545234583 -0.478343152375 -0.664039319430556
"59" 29 "SITTING" 0.2349581944 -0.0144253992843333 -0.0919534152366667 0.660999475733333 0.0684814914166667 0.213671461306333 0.1163595082 0.00922414203903333 -0.0476077267209 -0.0394980330233333 -0.0928951605783333 0.059671454195 -0.0733474137333333 -0.0519932111466667 -0.0511153424933333 -0.5116871857 -0.5116871857 -0.624044695266667 -0.5900508106 -0.774213217283333 -0.566678661033333 -0.46525208304 -0.606818797616667 -0.917169672666667 -0.940425059166667 -0.904579644583333 -0.60754405339 -0.575063684916667 -0.755832129833333 -0.722860459 -0.693971190548333 -0.638208793383333 -0.753334040591667 -0.796139659183333 -0.7555238915 -0.534367237815 -0.534367237815 -0.597813216716667 -0.671985876233333 -0.803909176416667
"60" 30 "SITTING" 0.27488135916129 -0.0206594544177419 -0.113858485 0.877647522387097 -0.145688626258065 -0.0218893470967742 0.0742645840322581 -0.0162036533854839 -0.000696127412419356 0.0190665090048387 -0.0960885080306452 0.0686924301612903 -0.0981657830048387 -0.0180393849725806 -0.0182742244145161 -0.366414198912258 -0.366414198912258 -0.537165493741935 -0.465815854844516 -0.722824271774194 -0.463903225983871 -0.23228591593871 -0.560814030590323 -0.965371108870968 -0.938276624193548 -0.930750680322581 -0.531757987645161 -0.451430910129032 -0.764989174080645 -0.627452090806452 -0.595001747419355 -0.495509711451613 -0.657076724032258 -0.783025637419355 -0.710378353548387 -0.473607817241935 -0.473607817241935 -0.551680839580645 -0.590452883951613 -0.790800692419355
"61" 1 "STANDING" 0.272635221584906 -0.00853501574584906 -0.11210579945283 0.837511210566038 -0.0393006634716981 0.0868311703245283 0.0905599133679245 -0.00398616036698113 0.0171307456628302 -0.0358936818773585 -0.0691026586792453 0.0701372980113208 -0.11222562604717 -0.0245950119433962 -0.056796705509434 -0.478641572396226 -0.478641572396226 -0.626001804773585 -0.502910528660377 -0.688267418264151 -0.581089170735849 -0.452430749620755 -0.46889369135283 -0.946718927924528 -0.932341249056604 -0.888165735283019 -0.631095077113208 -0.619368542867925 -0.690827010739623 -0.681192696226415 -0.557420029245283 -0.629208350924528 -0.703279344339623 -0.680131891660377 -0.75289074509434 -0.507572643396226 -0.507572643396226 -0.598683821320755 -0.551348475433962 -0.678737477509434
"62" 2 "STANDING" 0.272546396851852 -0.0159070608407407 -0.107914879944444 0.262364476111111 0.490186191666667 0.50332777962963 0.0688105603907407 0.000282401468333333 0.0062558445787037 -0.0110307060611111 -0.0649133042592593 0.0819569524561111 -0.101385675622222 -0.0407568804814815 -0.0532014794203704 -0.906403531481481 -0.906403531481481 -0.938882523703704 -0.91499119537037 -0.961013747592593 -0.93034000462963 -0.8918253113 -0.910882045555556 -0.971648087777778 -0.976853292592593 -0.960031736481481 -0.941472873888889 -0.915765063759259 -0.957403443888889 -0.941964173148148 -0.937817182037037 -0.932778024444444 -0.943132911111111 -0.969361569074074 -0.956647509814815 -0.921032493148148 -0.921032493148148 -0.932104278888889 -0.923407170555556 -0.962925851111111
"63" 3 "STANDING" 0.277661195901639 -0.0172200878159016 -0.110623911704918 0.206312443442623 0.341389183639344 0.352687774229508 0.0831681601311475 0.00462365502721311 0.0113523838432787 -0.0342701444521311 -0.0661635259836066 0.103500122288525 -0.110266521632459 -0.0414389966196721 -0.0560833851967213 -0.746159206819672 -0.746159206819672 -0.791547786311475 -0.782600801770492 -0.865671989016393 -0.782047522803279 -0.70996500848 -0.783425071245902 -0.988442813114754 -0.983536634754098 -0.976413269344262 -0.793043686229508 -0.74773591657377 -0.854494060911639 -0.827584293606557 -0.829969566803279 -0.805491133770492 -0.817255536557377 -0.891518067213115 -0.851074252131148 -0.800971261377049 -0.800971261377049 -0.774554029562295 -0.823046150360656 -0.869228745740984
"64" 4 "STANDING" 0.276055490178571 -0.0163976213089286 -0.112296745178571 0.830477893928571 -0.146594462678571 0.0585051221964286 0.0770949770892857 0.0124500226742857 0.000899840645 -0.0285770580803571 -0.0815550482321429 0.0847854459642857 -0.0989252073714286 -0.0397924055821429 -0.0538960631414286 -0.953611856428571 -0.953611856428571 -0.982487162678571 -0.928714098214286 -0.985165808928571 -0.985901900892857 -0.936396899107143 -0.946776440714286 -0.986746265357143 -0.968654162321429 -0.953088172321429 -0.985164200892857 -0.971562389285714 -0.985169106964286 -0.940359618035714 -0.962161695892857 -0.952130946964286 -0.976983474464286 -0.987463868571429 -0.985117295357143 -0.956400600178571 -0.956400600178571 -0.981628783571429 -0.923612361785714 -0.985360093214286
"65" 5 "STANDING" 0.269337356232143 -0.0161091082285714 -0.113772440678571 0.262505893392857 0.257186283982143 0.282974372303571 0.0716453784642857 0.0147096075957357 -0.000555590715696428 -0.0413290090357143 -0.059382702625 0.0782351498928571 -0.0914227130892857 -0.0375784380201786 -0.0509312695214286 -0.792060817678571 -0.792060817678571 -0.843420961071429 -0.824441611071429 -0.901375598785714 -0.792992091785714 -0.8059553175 -0.895412250535714 -0.963083386785714 -0.977765523392857 -0.9680770775 -0.815356493571429 -0.83929919 -0.919488252678571 -0.849317595892857 -0.888999334107143 -0.875074146732143 -0.869327192928571 -0.926019441071429 -0.881292200042321 -0.815196999464286 -0.815196999464286 -0.831060745 -0.838609767375 -0.91725286625
"66" 6 "STANDING" 0.272268290526316 -0.0194169860019298 -0.111948231842105 0.849819336140351 -0.377859809122807 -0.227274800175439 0.0663977681403509 0.00307905707359649 0.00246237990561404 -0.0480650160982456 -0.050299968745614 0.0967698460877193 -0.0955294688 -0.038440015522807 -0.0669875167017544 -0.263697415231579 -0.263697415231579 -0.463119233608772 -0.429159345807018 -0.653975459298246 -0.345086257877193 -0.174731157263158 -0.401697135350877 -0.952649635614035 -0.95614712877193 -0.929346770701754 -0.461055497677193 -0.414131533375439 -0.596464990439649 -0.621960354649123 -0.572275952982456 -0.415934524192982 -0.676321241929825 -0.661781697368421 -0.652679674385965 -0.341454385087719 -0.341454385087719 -0.435328761278947 -0.562422291196491 -0.698644918421053
"67" 7 "STANDING" 0.29296885754717 -0.0191811676886792 -0.100340621664151 0.748565783207547 -0.155863524339623 0.0122454957924528 0.0940946395320755 -0.00357187938490566 -0.0143840253471698 0.0246828146060377 -0.120760942128302 0.0616574865339623 -0.110745152320755 -0.0448147146075472 -0.0700255396490566 -0.201753446040377 -0.201753446040377 -0.414122829924528 -0.402617346679245 -0.652966192264151 -0.251943659264151 -0.159195152359811 -0.442079902603774 -0.957225113773585 -0.95075888490566 -0.928019109433962 -0.377951132028302 -0.365815570320755 -0.623216024830189 -0.529924108283019 -0.594954785660377 -0.512883290754717 -0.558694198113208 -0.716936110943396 -0.606675390377359 -0.288448889137736 -0.288448889137736 -0.378760550622642 -0.502645812264151 -0.691577035849057
"68" 8 "STANDING" 0.269388785259259 -0.021369617187037 -0.110279342962963 0.484495124814815 0.124051057962963 0.308311330314815 0.0811413212777778 0.026995266417037 0.00814367756227778 0.0043868282037037 -0.0531534427555556 0.0534129845277778 -0.107530684942778 -0.0482281928648148 -0.0627001623351852 -0.60110009 -0.60110009 -0.697954923546296 -0.69484886487037 -0.849453086666667 -0.650915602346852 -0.585159030148148 -0.679170675322222 -0.962262914074074 -0.965230750925926 -0.952610987037037 -0.670250862407407 -0.679591101722222 -0.811943554074074 -0.789508403888889 -0.795101998333333 -0.709615493648148 -0.801908206111111 -0.884678642407407 -0.832107106851852 -0.699237058 -0.699237058 -0.684461801111111 -0.726495847748148 -0.879025003148148
"69" 9 "STANDING" 0.271246376222222 -0.02032064608 -0.114160718711111 0.0576224048888889 0.326669635333333 0.360163689333333 0.0835865924711111 0.00805567123888889 -0.0324602860175556 -0.0128033232822222 -0.0997216083311111 0.0954374449777778 -0.0705298605555556 -0.0471747610888889 -0.0558324306888889 -0.718471866222222 -0.718471866222222 -0.733831312 -0.708817770933333 -0.779053924155556 -0.741162293955556 -0.713365275311111 -0.761951108422222 -0.969986787333333 -0.985285614 -0.969840394888889 -0.739040866333333 -0.741917923713333 -0.794759448288889 -0.763697263542222 -0.744511816755556 -0.773723563311111 -0.739331222262222 -0.791932427777778 -0.800597082442222 -0.757138359312667 -0.757138359312667 -0.759654937777778 -0.734453255535556 -0.797901962644444
"70" 10 "STANDING" 0.280606795681818 -0.0141182973886364 -0.107648781590909 0.823794305 -0.0257803713636364 0.107726684545455 0.0760258615454545 0.00564008140840909 -0.00483472272363636 -0.0320119705454545 -0.0642383332756818 0.0623890262727273 -0.0970741985227273 -0.0431963616136364 -0.0450210167681818 -0.966786137727273 -0.966786137727273 -0.985582446136364 -0.958062504772727 -0.9888416775 -0.983377630909091 -0.954435379318182 -0.9585577175 -0.978958863863636 -0.976022438636364 -0.965126845227273 -0.986874936136364 -0.979100945909091 -0.987468240227273 -0.9783301125 -0.970379594090909 -0.959285294545455 -0.988448669090909 -0.988069049545454 -0.986151805227273 -0.962448027727273 -0.962448027727273 -0.987124003181818 -0.959383848636364 -0.988432163863636
